Tweet,Offensive
"Judge Dismisses Lawsuit of Berkeley Student Injured at Protest of Yiannopoulos Event""""  #TCOT #MAGA #RedNationRising"""" ",0
@user FBI has nothing to investigate. ,0
@user @user @user If you are the type of iphone user who loves taking pictures etc then go for the 256gb ,0
@user I’m done with you as well. An INTENTIONAL 11th hour attack completely based on hearsay and you want an investigation? What do you think they’ll find other than he said she said. Feinstein admitted she sat on this and here you are ready to lockstep with the swamp. ,0
@user Every day Breitbart finds a new hill to die on. And every day the sheep follows its lies. ,0
@user @user @user @user @user He needs to speak to someone about all that anger he is harboring!!  Cause that should not have made him explode like that. He has some underlying issues. Lordt 😂😂😂 ,0
@user Don't even presume to know what liberals feel or think.  I am liberal.  I am personally opposed to abortion in any but life-and-death circumstances.  But I am also personally opposed to imposing MY PERSONAL FEELINGS about abortion on anyone else.  So do us all a favor and STFU. ,1
@user And these are the *people pushing for gun control 😒 ,1
@user my mom makes literally everyone. you are my true mother ,0
@user Twitter censors conservatives and Republicans regardless of the bullshit they tell Congress and the world. ,0
@user @user She is in witness protection. I wish this cow had a mobile phone so she could call other cows and share her escape. #GoVegan ,1
@user @user You keep telling this lie. I think you Liberals believe yourselves. Focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them. ,1
@user Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy ,0
@user @user People become racists because of all this racism-bullshit ! ,0
@user @user No disrespect oh pope but you need to step down... ,0
No need to look into Keith's treatment of his women ... Dems already know that... MAGA ! ,0
@user @user @user @user @user @user @user @user @user @user @user No he is the the bodyguard.... ,0
@user @user Chills' GOAT levels have rendered Kal's basic human communication capabilities completely useless.  This goes to show how powerful of a unit he is. ,0
"#Elections News: Gun control group's political arm pouring millions into midterm elections #News #HeadlineNews"""": ",0
1. 2 protect Trumpie. 2. 2 increase presidential powers. 3. 2 kill Roe v. Wade. 4. 2 limit voting rights. 5. 2 weaken gun control. 6. 2 deal with religious liberty. Congress is not an august body. They lost that moniker when they went whole hog 4 Trumpism. ,1
@user @user @user bullshit. I live in NH. My daughter goes to school in Cali. She is considered a non-resident. THis is clearly a move to fraud the citizens of NH ,1
"@user Russia agent (Fake-Republican) Devin Nunez says liberals, antifa are causing all of these riots"""" because """"we are whinning"""""""" ",0
"@user @user @user @user @user @user Matthew - you are a Lefty genius.  Go live in Syria, Assad is a much nicer"""" guy than Trump.  U will like it there. 🤣Lots of """"human rights"""" no racism, no sexism.  Tell us how u get on. 🤣💩💩😆  @user ",1
OBAMAS LYING SKANK MARIA HARF  #DNCwbore  #LyingSkank  #KavanaughConfirmation  #ChristineBlaseyFord  #RedNationRising  #KAG  #MAGA  #CCOT  @user ,0
@user Funny- Kerry should know! Right! Standing with our President 👍🏼👍🏼👍🏼🇺🇸🇺🇸🇺🇸 @user ,0
@user @user @user please don't kill me. antifa on the other hand... ,1
@user I'm wondering how he is going to keep those leaves on ,0
@user Maybe she is just supporting a pill that aborts all computer emails. Seems to have worked for her pretty well. Coming to stores soon the Bleachbit Pill. If you buy now they will include a free sledge hammer as well. ,0
@user Crazy Maxine is either huffing spray paint or smoking crack. #MAGA ,0
@user They embraced Antifa. Career killer. ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user ‘😂.... it’s ALL about MAGA for me....as a very dear friend says   •1Million followers and $1.95 will buy you ☕️😂  #FACT ,0
@user Abortion on demand - that’s what she wants! ,0
66% of Americans want tuition-free college 67% support Roe v. Wade 68% support stricter gun control laws 70% support Medicare for All 78% support teaching kids about climate change 82% support congressional term limits 91% support criminal justice reform  ,0
@user If deGrom was actually as great of a pitcher as you say he is then he'd hit more homeruns. ,0
@user we bout to start stepping out lol I ain’t doing another winter with no boo bro. Shit cold .... literally ,1
"@user @user @user @user @user Our debt is not unsubstantiated.  It is backed by the full faith and credit"""" of the United States, except when conservatives decide they don't believe in that."""" ",0
@user He is like  “Holy jesus fucken Christ” ,1
@user First Man movie is an accurate metaphor for the NWO Globalist Left--they give you enough to make you believe they're truthful unless you have educated yourself! ,1
@user @user Typical antifa type and he’s not worth anyone’s time. ,0
@user Doesn't any remember John McEnroe?  What's wrong with people today? ,0
@user @user He is on the practice squad and they did sign Soldier to play LT.  Granted I would of preferred they did more on the OL but they made changes. ,0
@user @user @user @user Where’s Antifa for Alex Jones??? No where to be found. ,0
"The blatant abuse of the #metoo is really disturbing.  No good reason to automatically place a guilty"""" stamp on someone over unfounded allegations.  Most importantly- it unfairly strips credibility from the women who actually suffered and demand real justice.  Bullshit.  #MAGA"""" ",0
@user @user Harrison Ford is NOT using renewable energy to power his home. He is using the same power plant the rest of the neighborhood is using. And that power plant is releasing toxins up into the air. ,0
@user Ngl it looks good but the pineapple is pissing me oFFF ,0
"@user ATTENTION! @user is publicizing an ANTIFA TARGET  list comprised of Trump Supporters' names. Some are high profile names and MANY are random everyday Trump supporters. Twitter has NOT suspended his account. Check out his Lists""""."""" ",0
@user @user I feel her emotion and almost cry when watch her saying in this film for 2nd time. She is strong ,0
@user Fuck yeah you are!!!! ,1
@user @user @user @user @user Nah she is pti an emotional one more than rational.. but got caught at the wrong end of the bargain. Big house too many members but single gas connection. She doesn't understand it's target is the elite and the people who run gas generators. ,0
"@user Another Dem-run sanctuary city"""" with strict gun control laws . . . the ultimate fail."""" ",0
"@user @user It's not a conservative semantic argument. It's a stretch, meant to incite emotions with inflated school shooting"""" statistic. People hear """"school shooting,"""" and without reading they are meant to think of Parkland, and begin their predictable howls for gun control. Someone was"""" ",0
@user gonna need a whole ass rant thread done in the utara loghat to really feel it haha ,1
@user A special kind of #Antifa when he learns the correct spelling of tomorrow ! ffs proper shitting myself now 😱 ,1
#GUNCONTROL advocates must STOP falling all over themselves to assure electorate that they too love the HORRIFIC 2A ,0
@user She is saving her cAreer ,0
@user @user Him because she is a democrat and doesn’t want the vote to go through. Facts just the facts. ,0
Thank you President Trump and Than You God for hearing our prayers. #MAGA ,0
@user Fuck off ,1
@user @user I will retweet anything to do with the terrorists that call themselves antifa ,0
@user RETHINK...STOP CENSORING CONSERVATIVES... ,0
50 year mandatory minimum for ANY crime committed with a gun will substantially reduce violence and put end to gun control babble. NO POLITICIANS will support this because they don't care. Why you ask ? Because they're politicians FIRST #TermLimits ,0
@user If anyone knows anything please help she's going to end her life or she is already gone but if you know anything please ,0
@user He’s going to end up having a massive heart attack and never find out how the election went. ,0
"@user Back in my days the boys weren't drunk but they scream PATTY-RAID"""" and we girls would scream and giggle and never thought they were going to kill us. Hooker Harris needs to examine her own closet."""" ",0
@user knew it was a lie can see you laughing to yourself as you was writing it... you are way too engrossed in Thames yourself that you will be playing it right up until #FM19 beta comes out :') ,0
@user @user @user @user That’s why Kitchens is here partner. He is Haley’s right hand man. ,0
@user @user He’s so tired of all these liberals everywhere. He’s afraid “All this will go away....”. His money. His power. His tax payer paid  junkets. His unbridled arrogance is sick. Keep the pressure on! It’s working. ,1
@user Are you kidding this is the Liberals good show ,0
@user @user @user @user @user @user How is paying taxes optional? Tax evasion is a crime. We have human rights laws and the 1A; your opinion on this issue is preposterous. Gilliam is not anti 2A. Sensible gun control that would prevent mentally ill people like you from owning a gun is all we want. ,1
"@user There are deals on Mexico EU trade and other trade deals.  We don't need or want a gun control deal or a Climate"""" deal"""" ",1
.@USER @user  This seems true. At least the damage Trump has done can be undone fairly quickly ,0
@user @user @user The title of the book pretty much sums up any conversation with Avram.  He is either a shill for the criminal @user or really is mentally incapable of understanding facts that contradict his brainwashing. ,1
@user @user Don't hold your breath. Biased media will just double down on conservatives. The public is slowly catching on. ,0
@user @user Serena was constantly berating the guy between games. Even said he would never work one of her matches again. The third warning was completely justified. She is no saint. Sad such a champion lost her cool so badly ,0
@user i’m in hetero with you ,0
@user Link me and knuckles then or you going to dodge like the creddy you are ,0
@user He needs to fade into the sunset quickly. His music sucks and no one cares about his political views. Unfortunately he’s too ignorant to realize. Only concert I went to where a political diatribe completely. ruined it completely. ,1
@user And these weasels are smiling? ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user That's why Trump supporters can't even wear a hat without being abused. If they meet the animals on the left attack them. Antifa is a branch of the Communist-Socialist-Nazis Democrat Party. ,0
@user I thought it was because you weren't very funny and lacked in talent as a comedian. ,1
@user @user @user @user You wanna smoke weed I dont  @user   Unlike you  I have confidence in myself  I don't need a larger government to tell me what tooth paste to use lol  But you can always volunteer to pay more taxes? Oddly Liberals are the first one to complain about others not following them ,0
@user @user Judging by the membership of ANTIFA they're already at that point. ,0
.@USER Congratulations! Thank you for being a role model for so many young conservatives. The conservative movement cannot thanknyou enough.   Thank you for everything you have taught me. ,0
@user @user You are a good man! I love people who love animals! ,0
@user Yeahh tbh most that do are weirdos and think about sex in a very weird way. ,1
@user @user and the so called letter is where? ,0
@user @user Just another Dem tactic. Leftist do that not good conservatives. ,0
@user @user And yet he is allowed to. Congress is supposed to be a check on this clown. If we get control of Congress you folks have to write some laws to prevent this happening again. ,1
@user Republicans need to stop being such push overs.  THIS IS WAR  #MAGA  #WalkAway  #IamAlexJones  #Kavanaugh  #PPC ,0
#qanda look at who Twitter and Facebook are  currently banning - all conservatives. ,0
@user @user @user @user @user @user She is so dead 😂 ,0
@user Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy ,0
.@USER @user @user @user @user @user @user @user   And Liberals think GUNS are the problem? ,1
@user He is repulsive. ,1
"@user For me superman has to be morally superior no matter what (excluding maybe the love interest 😂).. he is the pure good"""" and """"nice"""" yet still superior... I didn't see that. 🤷🏼‍♀️ it disappointed me. 😭"""" ",0
@user @user Also I see you are appalled at Doxing of Ford’s address. Are you appalled at doxing of ICE agents by Antifa and advocating for their and their families physical assault ? ,0
@user you are a moron ,0
@user @user (She is clearly agitated in a defensive stance) Shit- what is she doing here ,1
@user Strange the far left antifa always quiet when mooslims attack white people and when there terrorists attacks done by the mooslims and lets not forget the mooslim groomng gangs ,0
@user Yeah we do legitamately need better mental health treatment in the us (not to say that's a replacement for stronger gun control) ,1
@user And hypocrite flies in his private jet around the world? ,1
".@USER @user via @user You have cattle. You are big farmers. You can feed your children. Why then resort to birth control? This is my opinion, I see no reason to control births in Tanzania,"""" @user ",0
@user @user @user @user @user @user Dear Lord. Do you have a CLUE what the Black Panthers stood for? The @user STILL stands for SENSIBLE Gun control Laws.  We have LAWS already in place to prevent people who should NEVER own firearms from EVER obtaining them. NOW? Talk to your LEO about ENFORCING them. GUNS arent ,0
@user @user @user it’s too bad california doesn’t have any common sense gun control laws that prevent criminals from doing illegal things. ,0
@user Good! #Antifa is violent fascism. ,0
@user She is among friends...IRA friends. A terrorist loves a terrorist. ,1
@user I would think already since you are only following half the people that are following you? It is called the follow BACK resistance. ,0
@user @user She is indeed very cute ,0
@user And you KNOW he is probably saying the softest things and yet he looks like THIS: 💁🏽‍♀️🌚🌚🌚🙈 WHAT IS THE TRUTH?! ,0
@user @user She is. Seriously. Ive cried so hard when I read her DM where she wrote to me “I care” and I’ve cried bc I was happy not sad and yeah that made my day ,0
@user The 1965 immigration Act worked exactly how liberals hoped it would. Demographics are destiny. ,0
@user @user He is CRAZY!! ,0
@user KKK and ANTIFA both hate groups created by the Democrats ,1
@user No worries Lou👍 God’s Hand is directing the TRUMP AGENDA and He will not be thwarted by Satan💥 GOD’s timing is not our timing. He is slowly revealing the Deep State SWAMP creatures‼️#REDtsunami2018 #TRUMP2020🇺🇸 ,0
Organized Resistance: The Leaking Campaign At State Dept To Derail The MAGA Agenda via @user ,0
"@user @user @user ALT RIGHT""""...LMAO...nope, we're just not Marxists #SocialismSucks"""" ",0
@user I always found liberals and progressives to be the spartan ones. All the socialists I knew wanted to live as well as they could afford ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user And here he is supporting gun control: ,0
@user @user Y’all are the best ,0
@user @user Of course never cover conservatives ,0
@user @user @user @user Bribery is giving something to someone. Like the NRA giving republicans money that came from Russians for ignoring gun control that 3/4 of Americans want. No one is saying their giving you anything. It’s time you represent the majority of the people of Maine. U don’t @user ,0
"@user @user Those other three are activist judges"""".  They must be conservatives!"""" ",0
@user She is such a £ucking liar! You turned on the lights and did not notice it was not YOUR apartment? You had to go look at the number? WTF is she on? ,0
@user Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example limping etc ,0
@user you are so beautiful ,0
@user @user They should dress him in an Ice Uniform no weapons and make him walk the boarder at night calling for the drug cartel. ,1
@user Chicago Tribune: London Mayor Sadiq Khan And The Ties To Farrakhan He’d Rather Forget via @user ,0
@user @user Poor baby. ,0
@user Clearly that man must have been blind.  But thanks for being not only a beautiful woman on the outside but being a kick ass one on the inside as well.  I know there are many woman applauding your post along with me. ,0
@user I will always tell her she is the worlds prettiest girl. To me like other dads she always will be. ,0
@user Ali you are in my hometown with me.  Welcome and please be safe.  We'll be riding out the storm together. ,0
@user @user How does this work ? Seems to me he is on the same path as Washington with a deficit -the biggest deficit ever ,0
@user He's going up the creek with Obama and Clinton. ,0
@user Dianne Feinstein disagrees. She effectively called the woman a liar ,0
"@user Don't forget the deletion of all of her social media (no doubt Anti-Trump pro Antifa). Why is no-one asking why she cannot fix a year or day? Are they genuinely THAT gullible? She had one"""" beer and """"somehow"""" ended up in a bedroom? Implausible."""" ",1
@user I love you so freaking much !! You are an amazing and loving soul. Don’t listen to the ignorance of bitter people who loves to tear people down. We love you and take the time you need to grieve ❤️ ,0
@user FOLLOW THE MONEY 💰 ,0
@user @user @user @user She is just feeling his touch first time😍😍😍😍😍😍 ,0
@user @user OMG... it's like the OWS crowd in their later years!  They still can't think/speak for themselves.  They're only allowed to parrot. ,0
@user Intruder alarm went off in my house this morning but I have a powerful weapon that this guy wants to take away from me leaving me defenseless. It's called gun control aka ban the guns. ,0
President Trump has an announcement to make: #DonaldTrump #maga #metoo ,0
@user Do not think so maybe do a little research buddy! ,1
@user I`m with you JR.She is nothing.Don`t waste your time on human waste! ,1
@user Canadian who came to and made good in US now disrespects those who serve and have served our country.  Appreciation? ,0
@user Kurt: Liberals are obsessed with seeing the president's disgusting penis. They fantasize about being in the room with his horrible hog. [sweating] They can't stop thinking about that mushroom-capped member. [visibly erect] ,1
@user But gun control ,0
@user Clarence Thomas was branded by Democrats but has served honorably and well for over 20 yrs. Haters are gonna hate all conservatives. ,0
@user @user @user @user @user @user #brexit @user @user @user Chequers proposal is a disaster for Britain ! #ChuckChequers now ! ,0
More @user lies! #MAGA #MakeAmericaGreatAgain #TheResistance ,1
@user and sometimes these edgy bitch boys are not secretly soft (good trope!!) they are just straight up.... abusive..... this is a very thin line to walk and dramione doesn't walk it well ,1
@user Liberals go crazy over Creationist's religious beliefs yet when useful for their own insanity disregard science  There are 2 genders Male &amp; Female - this is a scientific fact  A man doesn't chop off his breasts or have babies  And where are the breastfeeding nazis for her cruelty ,0
@user Antifa boot camp 😂 ,0
@user I CARE THAT HE WAS MURDERED. I don't care whether he had some weed in his home (like a whole lot of Americans do) any more than I'd care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable. ,1
@user @user This is a lie! To push a gun control narrative! The actual number is much lower. If you look up what they are using to reach that number you will see why it is so high. Always playing politics! ,1
@user Another overdose nigga:( ,1
@user And no one in their infinite wisdom couldn't predict this? Please! ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Ty. You are welcome. #MAGA ,0
@user Thanks man! It's not in stock at most stores tbh so you need to order it by phone/online to then pick up in 2-3 days (Unless you are in Texas) ,0
"@user @user @user @user Then your statement that Conservatives/GOP hold to the higher moral ground and they know that sex scandals bother us"""" is hypocritical.  Both sides are equally guilty and should be held accountable regardless of party."""" ",0
@user Complaining about SP's comments and blames the media for him(Spath) feeling a certain way and not actually reading an article. Basically saying Shea doesn't know shit and basically he should shut his mouth. ,1
@user @user Why is this crook walking free? ,1
@user but you ARE the coolest dude ,0
"...it should not be surprising that conservatives increasingly want to take that ultimate power of life and death away from the government."""" ",1
"@user England averages 26 gun murders per year. It is hilarious that you imply gun control doesnt work in the UK. This must be what Trump call Fake News""""."""" ",0
@user @user @user Agreed. Antifa is totally ate up with worms. In fact they are worms. ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user You are too modest 😜 ,0
@user @user @user he is fake lol ,1
@user Wow he is away from his phone. ,0
@user He is very scared that he will loose...... Yay! ,0
"@user @user Unfortunately, the report is riddled with errors.  It fabricates connections between influencers that simply don't exist, and categorizes liberals as far-right"""" if they even openly debate conservatives: ",0
@user @user YOU ARE REALLY AN ARMY ajsvsnsksjsj I LOVE YOU FAMILY ,0
@user @user Who appointed you the spokesman for the people at Lake Norman. I Guess you interviewed every person at the lake and it a unanimous poll against President Trump. NOT LIKELY. You are like most liberals who try to speak for everybody ,1
Just vote for god sake and move on.  It be a non issue in 3 months. Do not allow libtards to veer you into the trap.  Harden the fuck up and let’s go! Seriously  #Kavanagh  #scotus  #maga ,1
@user Suck my dick ,1
@user Worst place I've experienced that is the fucking movies ,1
@user You get invited to KH events because you are very active in the Kingdom Hearts community and because you are a super duper MEGA FAN. You're extremely lucky so embrace it. ,0
@user @user @user Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss ,1
@user @user @user What was the average wage to average house price when Thatcher was in charge? That ratio is the fundamental reason. Build as many as you like but if they are not genuinely affordable you're just wasting resources. ,0
@user bitch if u don’t message him ,1
@user @user Birch me too.. da fuck ,1
@user Always remember that you are a rockstar. ,0
@user @user @user She took a polygraph to prove something to her husband. I think they were in counseling because she is frigid with her husband and he wants to know why. So she made up a cockamamy story as a coverup for her current lesbian affair. ,0
@user @user @user yes the CPC needs more Liberals. Good call Scheer. ,0
@user he is VALID ,0
@user The best hope for gun control is banning bullet proof backpacks... Because why do they need it if they are not a terrorist? ,0
@user THIS IS A NO BRAINER.  IF SHE STANDS FOR WHAT SHE SAYS SHE DOES SHE HAS TO VOTE AGAINST HIM   IF SHE IS LYING SHE DESERVES TO BE HUMILIATED AND DEFEATED.  WE WILL SEE IF SHE PLAYED THE PRO CHOICE CAED TO GET ELECTED OR IF SHE IS JUST ANOTHER GOPER KOCHSUCKER ,1
@user @user nope that would be you ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Just be careful because I got a suspension for using a meme that said gaf once!   Mirror .... ,0
@user @user @user Oh yeah another cracking offering from @user 😂🤣😂🤣 ,0
@user Did you find out where Senator Collins is sleeping? Let us know so we can send some antifa goons to her house to straighten her out. 👊✊🏾 ,0
"A big Thank you"""" to all these stupid celebrities. Events like this will only serve to help Republicans in 2018 and 2020 elections.  #MAGA @user @user @user ",1
@user These niggas getting put on list and straight ass 💀 only niggas I seen good was yoshi patchmade jay and a few more rest are ass 💯 ,1
@user Don't forget the ILLEGALS you are fighting for with tax payer money. ,0
"@user He is saying what"""" they need to do to fix the problems, but not much """"how"""" they will fix them.  I am a hear-broken Cardinal's fan looking for answers"""" ",0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Hope she is ok. ,0
@user Professors at Liberal Colleges by Day &amp; Antifa by Night. ,0
#cancelsouthpark They were liberals when you were still suckin' on your momma's titty at the other woodstock. ,1
"@user @user Billionaires making donations to Democrats don't help advance any left wing causes, they simply cause Democrats to act in the interest of billionaires, just like Republicans, regardless of the absurd conspiracy theories Alex Jones and PJW tell liberals"""" like you."""" ",0
@user @user @user @user At least you are honest about wanting a nationwide gun ban. I give you credit for that. And the only place you can show that gun control works is in an environment with controlled access. Of course gun control works if the only access to a place is through metal detectors. ,1
@user @user He lived in a country with no gun control. Sad but true 🙁 ,0
@user Until he is dead. Because even after he is out of office he will likely command the news cycle for a long time. ,1
@user Where is this persons gun control narrative? Certainly he must not believe in the second amendment!?!? 🤣 ,0
@user I believe he is one step worse  according to experts- sociopath which is a malignant narcissist ,1
@user #Rimmy4Antifa @user Can this young working class proletarian join your cause ,0
@user I hate politics! You #CNN are despicable. Liberals are treating Judge Kavanaugh  like he’s some sort of serial rapist that they’ve captured at last. #RedWave #voteyes #innocent until proven guilty. ,1
@user And this traitor thinks he is? ,1
@user Execute him!Put him in the gas chamber !What a joke these liberals are ! ,0
#WillieNelson laughs at conservatives on The View for suddenly being outraged by his support of Democrats ,0
🇺🇸  FOR SALE  -  BUY #American #Flag #USA   ▶  Shopping-Sale .org  ◀   #USA_Flag_4U #Shop_8_9 #MAGA #AmericaFirst @user #Trump #POL_8_27_QX ,1
@user God never worry’s for he is powerful ,0
@user @user Only if the self-serving @user don't stand and reject Mrs May's de facto #remain surrender.  Now begone with that insurgent hashtag. ,0
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user This is the PIC MSM showed us in 1999 for #JFKJR plane wreckage also- FAKE!!!    Here is a video, showing another pic MSM showed of #JFKJr, even MORE FAKE!!!  Article:  Evidence Of A Cover up &amp; Why official story is in DOUBT!""""  ",0
@user It’s so sad where we are in America now Liberals should be against this kind of McCarthyism  All u have to do us accuse Yet there was a Chinese spy in a dem office for 20 years n the media just shrugs ,0
@user pay close attention he is the same guy that warned us that 45 was a con man ,0
🛑 Truthfeed News 🛑 👉 'Dems Scramble and Suddenly Hit the BRAKES on Kavanaugh’s Accuser' #MAGA￼🇺🇸#2A #Prolife ,0
@user Clearly it does bc the cheerleader is smaller than the other girl and she whooped that ass after being slammed to the ground and everything ,1
@user @user Students who do not vote are literally giving their votes to those who do not respect their race gender gun free schools gun control their over charged student loans clean water for drinking bathing Climate denying polluters All students must vote no complain after its too late ,0
@user I understand that.. but she has 4 children and she is mad because she and her 7 week old were asked to leave a book club meeting at 9:00... obviously someone was with her other children at home so why bring the baby ,0
"@user @user  Don't let your bretheren"""" fool you!  EACH ONE OF YOUR Republicans, NEED TO DECIDE IF YOU ARE GOING TO BE GOOD PEOPLE or #rePUNKlicans!  You NEED TO KNOW, that kavanaugh is going to make #ronaldgrump into the first dictator of #naziUSA, which cannot happen! ",1
@user You are awesome! I am so thankful I know you! ,0
@user @user you are awesome! Thank you. You give humanity hope! ,0
@user  State Sponsored Kids Protesting the 2nd Amendment?  Youth invasion of D.C. took place as young fascists-in-training were corralled into D.C. to demand that govt strip away the liberties of all in the name of gun control   ' ,0
@user Ok G you are hired. Hot yoga fixed it. Feels good as new! ,0
@user I am definitely for antifa members getting themselves killed. ,1
@user She is 😭😭😭 ,0
@user It's so sad I grew up in a Christian Republican home and longed to be free like liberal cool kids. You new liberals are worse than 1950 parents. You ruin everything in your quest to prove getting picked last in gym wasn't because we wanted to play not  watch you fake injury. ,0
@user @user 93% NEGATIVE COVERAGE SAYS YOU ARE DELUSIONAL ,0
@user @user If the LEFT  would just stop the politics of distraction he will keep more promises #MAGA ,0
@user I always have Eddie pick flowers out for me and tell the cashier that he is getting them for me.  LOL ,0
@user Ellison has done FAR worse and there’s hard evidence! Nothing is being done in that matter! #MAGA ,0
@user Everyone saying Fuck Russ dont know a damn thing about him or watched the interview 🤷‍♂️🤷‍♂️🤷‍♂️ ,1
@user Carrey is a sick man!!! ,1
@user Keep getting yours ,0
@user @user @user That’s how a career in media works...people admire you. If people think you’re a piece of shit you won’t make it far. ,1
@user Demi’s od was bc of Arianna Grande. You see how pretty she is? ,0
@user I'm in Mn. I wish they would. He also supports antifa and is connected to the Muslim brotherhood. I don't want him to have any power here. ,0
@user @user @user you are a sexy perverse woman😍😍😍😋😋😋😉😉😈 ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user That’s a car 🚗 ,0
Trump responsible for even more employment!!#MAGA ,0
@user @user @user God forbid construction workers would be able to earn a decent wage. Liberals want the working class poor and quiet. ,1
@user @user You are just looking at the price... ,0
1. This is a local Fox station not the national Fox News broadcast. 2. If you’d follow anyone outside your liberal bubble you would know the vast majority of conservatives are outraged by this too. ,1
@user You are welcome dear 😇😇 but for what? ,0
@user It's just a snack she is making steak later lol ,0
@user Antisemitism is alive and well in the UK! ,0
@user We The People #MAGA #Winning ,0
@user @user The FASCISTS are Anti-American Communist Scum like yourself!! Now go Fuck Yourself you piece of human garbage!! USA #MAGA  ANTIFA are Terrorists ,1
@user She is so damn cute! Def with the facial expressions ,1
@user you are so wonderful Elizabeth...kisses from Italy.... ,0
"@user @user Ol'Bob sez...White existence is a Crime !"""" Alrighty then...another Country to scratch off the""""Tourist Destination List"""" South Africa can now join Cuba, Venezuela and the entire European Union...I'm liking Poland more and more everyday, even Russia now, just to piss off liberals!"""" ",0
@user I was on a conference call after the election of our President.   30 minutes of Ted Lieu discussing how to stop Trump.  This guy supports Antifa.  Maxine is his mentor. ,0
@user AA Mr. Bean should crawl back under his rock. ,1
@user .@USER is like railroad tracks - laid across the country ,0
"@user Liberals are against abortion too: we call it birth control."""""""" ",0
@user Not to mention they’re the ones who allegedly defend freedom and liberty but use the NSL/McCarthyism to silence dissent and almost sent paratroopers to quash the candlelight revolution. Conservatives = hate democracy. ,0
"@user @user Right?! I wanna know why she on the phone calling the police anyway? what did he do""""? Fuckin """"Run Me Over Rhonda"""" lol"""" ",1
@user @user @user It's not your name. You're account is as fake as a 3 dollar bill. You are about as dense as stale unleavened bread. ,0
@user @user HOW DARE YOU!!! Kappa ,1
@user btw haven't heard about ANTIFA lately since Soros ran off without paying them after their violent riots across the US ,0
@user Its @user fault..she is cheat ,0
@user Bull shit...  stop putting words in people’s mouths. ,1
@user @user how about gun control! That might be the trick. ,0
@user could fund an entire school incl teachers’ salaries and have then teach his own curriculum. Indoctrinating generations of youth however he sees fit...my gas tank on E rn ,1
I'm Assuming I'm Not Going to Get an Answer': Brainless  #Liberal Stooge Ocasio-Cortez  .@USER on $40T Policy Plan #WakeUpAmerica  THIS is NOT America's future VOTE Republican  or surrender America to these #DEM morons @user #MAGA ,1
"(6) So clearly team conservative is striving to uphold the notion of virtue and ideas and reasonableness"""" while liberals are completely violating the social contract to score political points. Again, it doesn't work if both sides aren't upholding their end of the bargain!"""" ",0
@user A new hero. God bless him ,0
@user STOP LYING AHOLE! FBI ISNT INVOLVED CAUSE THERES NOTHINGBURGER TO INVESTIGATE. ITS ALL LIBERALS CHARADE TO DELAY.. KAVANAUGH WILL B CONFIRMED #GINSBERGISNEXT 🤣🤣🤣🤣🤣😋😋 ,0
@user Yeah. Gun Control Act of 1968 also uses a lot of innuendoes for black people and ghettos in its text. ,1
@user He’s trying to go on the campaign trail for big pay!  We know what Iran loving Hussein is up to.  No match for Presidrnt Trump who gives his salary to charity. ,0
@user I said the same thing today lol ,0
@user Exhibit A gor the utter irrationality of the Left. Respect and support for women....I think not!! ,1
@user You should still feel really good about your team though. Going into it why would you have switched them out? It wouldn’t have made sense. You made the right decision and you are probably still gonna win anyways ,0
Democrats and their double sided hypocrisy. Is this any surpise... #MAGA #ConfirmKavanaugh  #PJNET ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user 🙋Hello to all fellow patriots. ,0
@user @user Bit of a celebrity😂😂😂 my Ass! ,1
@user @user The liberals will stop at nothing. ,0
Absolutely all fucking done.  Bye Felicia ,1
